genome_id,genus,species,full_name
GCF_000013325.1_Novosphingobium_aromaticivorans_DSM_12444,Novosphingobium,aromaticivorans,Novosphingobium_aromaticivorans
GCF_000013345.1_Frankia_casuarinae,Frankia,casuarinae,Frankia_casuarinae
GCF_000013385.1_Anaeromyxobacter_dehalogenans_2CP-C,Anaeromyxobacter,dehalogenans,Anaeromyxobacter_dehalogenans
GCF_000013405.1_Syntrophus_aciditrophicus_SB,Syntrophus,aciditrophicus,Syntrophus_aciditrophicus
GCF_000013565.1_Jannaschia_sp__CCS1,Jannaschia,sp,Jannaschia_sp
GCF_000013645.1_Paraburkholderia_xenovorans_LB400,Paraburkholderia,xenovorans,Paraburkholderia_xenovorans
GCF_000013705.1_Methylobacillus_flagellatus_KT,Methylobacillus,flagellatus,Methylobacillus_flagellatus
GCF_000013765.1_Shewanella_denitrificans_OS217,Shewanella,denitrificans,Shewanella_denitrificans
GCF_000013865.1_Polaromonas_sp__JS666,Polaromonas,sp,Polaromonas_sp
GCF_000013885.1_Nitrobacter_hamburgensis_X14,Nitrobacter,hamburgensis,Nitrobacter_hamburgensis
GCF_000013985.1_Sphingopyxis_alaskensis_RB2256,Sphingopyxis,alaskensis,Sphingopyxis_alaskensis
GCF_000014005.1_Candidatus_Koribacter_versatilis_Ellin345,Candidatus,Koribacter,Candidatus_Koribacter
GCF_000014065.1_Ruegeria_sp__TM1040,Ruegeria,sp,Ruegeria_sp
GCF_000014145.1_Cytophaga_hutchinsonii_ATCC_33406,Cytophaga,hutchinsonii,Cytophaga_hutchinsonii
GCF_000014265.1_Trichodesmium_erythraeum_IMS101,Trichodesmium,erythraeum,Trichodesmium_erythraeum
GCF_000014345.1_Rickettsia_canadensis_str__McKiel,Rickettsia,canadensis,Rickettsia_canadensis
GCF_000014565.1_Rhodococcus_jostii_RHA1,Rhodococcus,jostii,Rhodococcus_jostii
GCF_000014685.1_Shewanella_sp__MR-4,Shewanella,sp,Shewanella_sp
GCF_000014705.1_Shewanella_frigidimarina_NCIMB_400,Shewanella,frigidimarina,Shewanella_frigidimarina
GCF_000014725.1_Syntrophomonas_wolfei_subsp__wolfei_str__Goettinge,Syntrophomonas,wolfei,Syntrophomonas_wolfei
GCF_000014765.1_Nitrosomonas_eutropha_C91,Nitrosomonas,eutropha,Nitrosomonas_eutropha
GCF_000014785.1_Alkalilimnicola_ehrlichii_MLHE-1,Alkalilimnicola,ehrlichii,Alkalilimnicola_ehrlichii
GCF_000014865.1_Magnetococcus_marinus_MC-1,Magnetococcus,marinus,Magnetococcus_marinus
GCF_000014885.1_Shewanella_piezotolerans_WP3,Shewanella,piezotolerans,Shewanella_piezotolerans
GCF_000014965.1_Syntrophobacter_fumaroxidans_MPOB,Syntrophobacter,fumaroxidans,Syntrophobacter_fumaroxidans
GCF_000015025.1_Acidothermus_cellulolyticus_11B,Acidothermus,cellulolyticus,Acidothermus_cellulolyticus
GCF_000015045.1_Pelobacter_propionicus_DSM_2379,Pelobacter,propionicus,Pelobacter_propionicus
GCF_000015105.1_Candidatus_Ruthia_magnifica_str__Cm__Calyptogena_m,Candidatus,Ruthia,Candidatus_Ruthia
GCF_000015125.1_Chlorobium_phaeobacteroides_DSM_266,Chlorobium,phaeobacteroides,Chlorobium_phaeobacteroides
GCF_000015245.1_Shewanella_amazonensis_SB2B,Shewanella,amazonensis,Shewanella_amazonensis
GCF_000015265.1_Nocardioides_sp__JS614,Nocardioides,sp,Nocardioides_sp
GCF_000015285.1_Psychromonas_ingrahamii_37,Psychromonas,ingrahamii,Psychromonas_ingrahamii
GCF_000015345.1_Dichelobacter_nodosus_VCS1703A,Dichelobacter,nodosus,Dichelobacter_nodosus
GCF_000015365.1_Marinobacter_nauticus_VT8,Marinobacter,nauticus,Marinobacter_nauticus
GCF_000015505.1_Polaromonas_naphthalenivorans_CJ2,Polaromonas,naphthalenivorans,Polaromonas_naphthalenivorans
GCF_000015565.1_Verminephrobacter_eiseniae_EF01-2,Verminephrobacter,eiseniae,Verminephrobacter_eiseniae
GCF_000015585.1_Halorhodospira_halophila_SL1,Halorhodospira,halophila,Halorhodospira_halophila
GCF_000015785.2_Bacillus_velezensis_FZB42,Bacillus,velezensis,Bacillus_velezensis
GCF_000016065.1_Shewanella_loihica_PV-4,Shewanella,loihica,Shewanella_loihica
GCF_000016165.1_Desulforamulus_reducens_MI-1,Desulforamulus,reducens,Desulforamulus_reducens
GCF_000016185.1_Rhodospirillum_centenum_SW,Rhodospirillum,centenum,Rhodospirillum_centenum
GCF_000016285.1_Allorhizobium_ampelinum_S4,Allorhizobium,ampelinum,Allorhizobium_ampelinum
GCF_000016325.1_Enterobacter_sp__638,Enterobacter,sp,Enterobacter_sp
GCF_000016345.1_Polynucleobacter_asymbioticus_QLW-P1DMWA-1,Polynucleobacter,asymbioticus,Polynucleobacter_asymbioticus
GCF_000016425.1_Salinispora_tropica_CNB-440,Salinispora,tropica,Salinispora_tropica
GCF_000016545.1_Caldicellulosiruptor_saccharolyticus_DSM_8903,Caldicellulosiruptor,saccharolyticus,Caldicellulosiruptor_saccharolyticus
GCF_000016625.1_Rickettsia_massiliae_MTU5,Rickettsia,massiliae,Rickettsia_massiliae
GCF_000016665.1_Roseiflexus_sp__RS-1,Roseiflexus,sp,Roseiflexus_sp
GCF_000016725.1_Acidiphilium_cryptum_JF-5,Acidiphilium,cryptum,Acidiphilium_cryptum
GCF_000016785.1_Thermotoga_petrophila_RKU-1,Thermotoga,petrophila,Thermotoga_petrophila
GCF_000016845.1_Brucella_ovis_ATCC_25840,Brucella,ovis,Brucella_ovis
GCF_000016985.1_Alkaliphilus_metalliredigens_QYMF,Alkaliphilus,metalliredigens,Alkaliphilus_metalliredigens
GCF_000017205.1_Pseudomonas_paraeruginosa_PA7,Pseudomonas,paraeruginosa,Pseudomonas_paraeruginosa
GCF_000017245.1_Actinobacillus_succinogenes_130Z,Actinobacillus,succinogenes,Actinobacillus_succinogenes
GCF_000017265.1_Phenylobacterium_zucineum_HLK1,Phenylobacterium,zucineum,Phenylobacterium_zucineum
GCF_000017305.1_Kineococcus_radiotolerans_SRS30216___ATCC_BAA-149,Kineococcus,radiotolerans,Kineococcus_radiotolerans
GCF_000017425.1_Bacillus_cytotoxicus_NVH_391-98,Bacillus,cytotoxicus,Bacillus_cytotoxicus
GCF_000017505.1_Anaeromyxobacter_sp__Fw109-5,Anaeromyxobacter,sp,Anaeromyxobacter_sp
GCF_000017545.1_Fervidobacterium_nodosum_Rt17-B1,Fervidobacterium,nodosum,Fervidobacterium_nodosum
GCF_000017565.1_Parvibaculum_lavamentivorans_DS-1,Parvibaculum,lavamentivorans,Parvibaculum_lavamentivorans
GCF_000017605.1_Leptospira_biflexa_serovar_Patoc_strain__Patoc_1__,Leptospira,biflexa,Leptospira_biflexa
GCF_000017805.1_Roseiflexus_castenholzii_DSM_13941,Roseiflexus,castenholzii,Roseiflexus_castenholzii
GCF_000017845.1_Crocosphaera_subtropica_ATCC_51142,Crocosphaera,subtropica,Crocosphaera_subtropica
GCF_000017865.1_Pseudothermotoga_lettingae_TMO,Pseudothermotoga,lettingae,Pseudothermotoga_lettingae
GCF_000018005.1_Parafrankia_sp__EAN1pec,Parafrankia,sp,Parafrankia_sp
GCF_000018025.1_Shewanella_sediminis_HAW-EB3,Shewanella,sediminis,Shewanella_sediminis
GCF_000018105.1_Acaryochloris_marina_MBIC11017,Acaryochloris,marina,Acaryochloris_marina
GCF_000018205.1_Rickettsia_akari_str__Hartford,Rickettsia,akari,Rickettsia_akari
GCF_000018285.1_Shewanella_pealeana_ATCC_700345,Shewanella,pealeana,Shewanella_pealeana
GCF_000018325.1_Alkaliphilus_oremlandii_OhILAs,Alkaliphilus,oremlandii,Alkaliphilus_oremlandii
GCF_000018405.1_Desulfosudis_oleivorans_Hxd3,Desulfosudis,oleivorans,Desulfosudis_oleivorans
GCF_000018605.1_Petrotoga_mobilis_SJ95,Petrotoga,mobilis,Petrotoga_mobilis
GCF_000018685.1_Lachnoclostridium_phytofermentans_ISDg,Lachnoclostridium,phytofermentans,Lachnoclostridium_phytofermentans
GCF_000018865.1_Chloroflexus_aurantiacus_J-10-fl,Chloroflexus,aurantiacus,Chloroflexus_aurantiacus
GCF_000018945.1_Thermotoga_neapolitana_DSM_4359,Thermotoga,neapolitana,Thermotoga_neapolitana
GCF_000019065.1_Thermoanaerobacter_sp__X514,Thermoanaerobacter,sp,Thermoanaerobacter_sp
GCF_000019085.1_Thermoanaerobacter_pseudethanolicus_ATCC_33223,Thermoanaerobacter,pseudethanolicus,Thermoanaerobacter_pseudethanolicus
GCF_000019165.1_Heliomicrobium_modesticaldum_Ice1,Heliomicrobium,modesticaldum,Heliomicrobium_modesticaldum
GCF_000019185.1_Shewanella_halifaxensis_HAW-EB4,Shewanella,halifaxensis,Shewanella_halifaxensis
GCF_000019225.1_Cellvibrio_japonicus_Ueda107,Cellvibrio,japonicus,Cellvibrio_japonicus
GCF_000019245.4_Lacticaseibacillus_paracasei,Lacticaseibacillus,paracasei,Lacticaseibacillus_paracasei
GCF_000019365.1_Methylobacterium_sp__4-46,Methylobacterium,sp,Methylobacterium_sp
GCF_000019485.1_Picosynechococcus_sp__PCC_7002,Picosynechococcus,sp,Picosynechococcus_sp
GCF_000019505.1_Burkholderia_orbicola_MC0-3,Burkholderia,orbicola,Burkholderia_orbicola
GCF_000019525.1_Shewanella_woodyi_ATCC_51908,Shewanella,woodyi,Shewanella_woodyi
GCF_000019565.1_Klebsiella_variicola,Klebsiella,variicola,Klebsiella_variicola
GCF_000019665.1_Methylacidiphilum_infernorum_V4,Methylacidiphilum,infernorum,Methylacidiphilum_infernorum
GCF_000019685.1_Borrelia_duttonii_Ly,Borrelia,duttonii,Borrelia_duttonii
GCF_000019785.1_Leptothrix_cholodnii_SP-6,Leptothrix,cholodnii,Leptothrix_cholodnii
GCF_000019845.1_Beijerinckia_indica_subsp__indica_ATCC_9039,Beijerinckia,indica,Beijerinckia_indica
GCF_000019905.1_Exiguobacterium_artemiae_255-15,Exiguobacterium,artemiae,Exiguobacterium_artemiae
GCF_000019965.1_Opitutus_terrae_PB90-1,Opitutus,terrae,Opitutus_terrae
GCF_000020005.1_Natranaerobius_thermophilus_JW_NM-WN-LF,Natranaerobius,thermophilus,Natranaerobius_thermophilus
GCF_000020025.1_Nostoc_punctiforme_PCC_73102,Nostoc,punctiforme,Nostoc_punctiforme
GCF_000020045.1_Paraburkholderia_phymatum_STM815,Paraburkholderia,phymatum,Paraburkholderia_phymatum
GCF_000020125.1_Paraburkholderia_phytofirmans_PsJN,Paraburkholderia,phytofirmans,Paraburkholderia_phytofirmans
GCF_000020145.1_Elusimicrobium_minutum_Pei191,Elusimicrobium,minutum,Elusimicrobium_minutum
GCF_000020325.1_Sulfurihydrogenibium_sp__YO3AOP1,Sulfurihydrogenibium,sp,Sulfurihydrogenibium_sp
GCF_000020365.1_Desulforapulum_autotrophicum_HRM2,Desulforapulum,autotrophicum,Desulforapulum_autotrophicum
GCF_000020465.1_Chlorobium_limicola_DSM_245,Chlorobium,limicola,Chlorobium_limicola
GCF_000020485.1_Halothermothrix_orenii_H_168,Halothermothrix,orenii,Halothermothrix_orenii
GCF_000020505.1_Chlorobaculum_parvum_NCIB_8327,Chlorobaculum,parvum,Chlorobaculum_parvum
GCF_000020525.1_Chloroherpeton_thalassium_ATCC_35110,Chloroherpeton,thalassium,Chloroherpeton_thalassium
GCF_000020565.1_Candidatus_Amoebophilus_asiaticus_5a2,Candidatus,Amoebophilus,Candidatus_Amoebophilus
GCF_000020625.1_Prosthecochloris_aestuarii_DSM_271,Prosthecochloris,aestuarii,Prosthecochloris_aestuarii
GCF_000020645.1_Pelodictyon_phaeoclathratiforme_BU-1,Pelodictyon,phaeoclathratiforme,Pelodictyon_phaeoclathratiforme
GCF_000020685.1_Deinococcus_deserti_VCD115,Deinococcus,deserti,Deinococcus_deserti
GCF_000020725.1_Citrifermentans_bemidjiense_Bem,Citrifermentans,bemidjiense,Citrifermentans_bemidjiense
GCF_000020785.1_Hydrogenobaculum_sp__Y04AAS1,Hydrogenobaculum,sp,Hydrogenobaculum_sp
GCF_000020865.1_Edwardsiella_piscicida,Edwardsiella,piscicida,Edwardsiella_piscicida
GCF_000020945.1_Coprothermobacter_proteolyticus_DSM_5265,Coprothermobacter,proteolyticus,Coprothermobacter_proteolyticus
GCF_000020965.1_Dictyoglomus_thermophilum_H-6-12,Dictyoglomus,thermophilum,Dictyoglomus_thermophilum
GCF_000020985.1_Thermodesulfovibrio_yellowstonii_DSM_11347,Thermodesulfovibrio,yellowstonii,Thermodesulfovibrio_yellowstonii
GCF_000021285.1_Thermosipho_africanus_TCF52B,Thermosipho,africanus,Thermosipho_africanus
GCF_000021325.1_Gluconacetobacter_diazotrophicus_PA1_5,Gluconacetobacter,diazotrophicus,Gluconacetobacter_diazotrophicus
GCF_000021525.1_Rickettsia_peacockii_str__Rustic,Rickettsia,peacockii,Rickettsia_peacockii
GCF_000021545.1_Sulfurihydrogenibium_azorense_Az-Fu1,Sulfurihydrogenibium,azorense,Sulfurihydrogenibium_azorense
GCF_000021565.1_Persephonella_marina_EX-H1,Persephonella,marina,Persephonella_marina
GCF_000021645.1_Dictyoglomus_turgidum_DSM_6724,Dictyoglomus,turgidum,Dictyoglomus_turgidum
GCF_000021685.1_Thermomicrobium_roseum_DSM_5159,Thermomicrobium,roseum,Thermomicrobium_roseum
GCF_000021725.1_Nautilia_profundicola_AmH,Nautilia,profundicola,Nautilia_profundicola
GCF_000021745.1_Methylocella_silvestris_BL2,Methylocella,silvestris,Methylocella_silvestris
GCF_000021765.1_Thauera_aminoaromatica,Thauera,aminoaromatica,Thauera_aminoaromatica
GCF_000021805.1_Rippkaea_orientalis_PCC_8801,Rippkaea,orientalis,Rippkaea_orientalis
GCF_000021825.1_Gloeothece_citriformis_PCC_7424,Gloeothece,citriformis,Gloeothece_citriformis
GCF_000021905.1_Desulfatibacillum_aliphaticivorans,Desulfatibacillum,aliphaticivorans,Desulfatibacillum_aliphaticivorans
GCF_000021945.1_Chloroflexus_aggregans_DSM_9485,Chloroflexus,aggregans,Chloroflexus_aggregans
GCF_000021985.1_Thioalkalivibrio_sulfidiphilus_HL-EbGr7,Thioalkalivibrio,sulfidiphilus,Thioalkalivibrio_sulfidiphilus
GCF_000022025.1_Pseudarthrobacter_chlorophenolicus_A6,Pseudarthrobacter,chlorophenolicus,Pseudarthrobacter_chlorophenolicus
GCF_000022065.1_Ruminiclostridium_cellulolyticum_H10,Ruminiclostridium,cellulolyticum,Ruminiclostridium_cellulolyticum
GCF_000022085.1_Methylobacterium_nodulans_ORS_2060,Methylobacterium,nodulans,Methylobacterium_nodulans
GCF_000022265.1_Geotalea_daltonii_FRC-32,Geotalea,daltonii,Geotalea_daltonii
GCF_000022285.1_Wolbachia_sp__wRi,Wolbachia,sp,Wolbachia_sp
GCF_000022305.1__Acidovorax__ebreus_TPSY,,Acidovorax,_Acidovorax
GCF_000022325.1_Caldicellulosiruptor_bescii_DSM_6725,Caldicellulosiruptor,bescii,Caldicellulosiruptor_bescii
GCF_000022525.1_Neorickettsia_risticii_str__Illinois,Neorickettsia,risticii,Neorickettsia_risticii
GCF_000022565.1_Acidobacterium_capsulatum_ATCC_51196,Acidobacterium,capsulatum,Acidobacterium_capsulatum
GCF_000022745.1_Brucella_microti_CCM_4915,Brucella,microti,Brucella_microti
GCF_000023005.1_Rickettsia_africae_ESF-5,Rickettsia,africae,Rickettsia_africae
GCF_000023045.1_Exiguobacterium_sp__AT1b,Exiguobacterium,sp,Exiguobacterium_sp
GCF_000023105.1_Beutenbergia_cavernae_DSM_12333,Beutenbergia,cavernae,Beutenbergia_cavernae
GCF_000023125.1_Dyadobacter_fermentans_DSM_18053,Dyadobacter,fermentans,Dyadobacter_fermentans
GCF_000023225.1_Desulfomicrobium_baculatum_DSM_4028,Desulfomicrobium,baculatum,Desulfomicrobium_baculatum
GCF_000023245.1_Actinosynnema_mirum_DSM_43827,Actinosynnema,mirum,Actinosynnema_mirum
GCF_000023265.1_Acidimicrobium_ferrooxidans_DSM_10331,Acidimicrobium,ferrooxidans,Acidimicrobium_ferrooxidans
GCF_000023325.1_Kosmotoga_olearia_TBF_19_5_1,Kosmotoga,olearia,Kosmotoga_olearia
GCF_000023445.1_Maridesulfovibrio_salexigens_DSM_2638,Maridesulfovibrio,salexigens,Maridesulfovibrio_salexigens
GCF_000023465.1_Zunongwangia_profunda_SM-A87,Zunongwangia,profunda,Zunongwangia_profunda
GCF_000023545.1_Musicola_paradisiaca_Ech703,Musicola,paradisiaca,Musicola_paradisiaca
GCF_000023585.1_Paenibacillus_sp__JDR-2,Paenibacillus,sp,Paenibacillus_sp
GCF_000023705.1_Methylotenera_mobilis_JLW8,Methylotenera,mobilis,Methylotenera_mobilis
GCF_000023745.1_Methylovorus_glucosotrophus_SIP3-4,Methylovorus,glucosotrophus,Methylovorus_glucosotrophus
GCF_000023785.1_Hirschia_baltica_ATCC_49814,Hirschia,baltica,Hirschia_baltica
GCF_000023825.1_Pedobacter_heparinus_DSM_2366,Pedobacter,heparinus,Pedobacter_heparinus
GCF_000023845.1_Cryptobacterium_curtum_DSM_15641,Cryptobacterium,curtum,Cryptobacterium_curtum
GCF_000023865.1_Saccharomonospora_viridis_DSM_43017,Saccharomonospora,viridis,Saccharomonospora_viridis
GCF_000023905.1_Leptotrichia_buccalis_C-1013-b,Leptotrichia,buccalis,Leptotrichia_buccalis
GCF_000024005.1_Chitinophaga_pinensis_DSM_2588,Chitinophaga,pinensis,Chitinophaga_pinensis
GCF_000024025.1_Catenulispora_acidiphila_DSM_44928,Catenulispora,acidiphila,Catenulispora_acidiphila
GCF_000024085.1_Kangiella_koreensis_DSM_16069,Kangiella,koreensis,Kangiella_koreensis
GCF_000024105.1_Anaerococcus_prevotii_DSM_20548,Anaerococcus,prevotii,Anaerococcus_prevotii
GCF_000024165.1_Candidatus_Accumulibacter_phosphatis,Candidatus,Accumulibacter,Candidatus_Accumulibacter
GCF_000024205.1_Desulfofarcimen_acetoxidans_DSM_771,Desulfofarcimen,acetoxidans,Desulfofarcimen_acetoxidans
GCF_000024225.1_Lancefieldella_parvula_DSM_20469,Lancefieldella,parvula,Lancefieldella_parvula
GCF_000024285.1_Alicyclobacillus_acidocaldarius_subsp__acidocaldar,Alicyclobacillus,acidocaldarius,Alicyclobacillus_acidocaldarius
GCF_000024325.1_Desulfohalobium_retbaense_DSM_5692,Desulfohalobium,retbaense,Desulfohalobium_retbaense
GCF_000024345.1_Kribbella_flavida_DSM_17836,Kribbella,flavida,Kribbella_flavida
GCF_000024365.1_Nakamurella_multipartita_DSM_44233,Nakamurella,multipartita,Nakamurella_multipartita
GCF_000024385.1_Thermomonospora_curvata_DSM_43183,Thermomonospora,curvata,Thermomonospora_curvata
GCF_000024405.1_Sebaldella_termitidis_ATCC_33386,Sebaldella,termitidis,Sebaldella_termitidis
GCF_000024425.1_Meiothermus_ruber_DSM_1279,Meiothermus,ruber,Meiothermus_ruber
GCF_000024465.1_Candidatus_Puniceispirillum_marinum_IMCC1322,Candidatus,Puniceispirillum,Candidatus_Puniceispirillum
GCF_000024505.1_Anaplasma_centrale_str__Israel,Anaplasma,centrale,Anaplasma_centrale
GCF_000024525.1_Spirosoma_linguale_DSM_74,Spirosoma,linguale,Spirosoma_linguale
GCF_000024545.1_Stackebrandtia_nassauensis_DSM_44728,Stackebrandtia,nassauensis,Stackebrandtia_nassauensis
GCF_000024605.1_Ammonifex_degensii_KC4,Ammonifex,degensii,Ammonifex_degensii
GCF_000024645.1_Pectobacterium_parmentieri_WPP163,Pectobacterium,parmentieri,Pectobacterium_parmentieri
GCF_000024665.1_Fibrobacter_succinogenes_subsp__succinogenes_S85,Fibrobacter,succinogenes,Fibrobacter_succinogenes
GCF_000024725.1_Nitrosococcus_halophilus_Nc_4,Nitrosococcus,halophilus,Nitrosococcus_halophilus
GCF_000024765.1_Halothiobacillus_neapolitanus_c2,Halothiobacillus,neapolitanus,Halothiobacillus_neapolitanus
GCF_000024805.1_Haliangium_ochraceum_DSM_14365,Haliangium,ochraceum,Haliangium_ochraceum
GCF_000024825.1_Vibrio_antiquarius,Vibrio,antiquarius,Vibrio_antiquarius
GCF_000024865.1_Streptosporangium_roseum_DSM_43021,Streptosporangium,roseum,Streptosporangium_roseum
GCF_000024885.1_Sulfurospirillum_deleyianum_DSM_6946,Sulfurospirillum,deleyianum,Sulfurospirillum_deleyianum
GCF_000024905.1_Thermanaerovibrio_acidaminovorans_DSM_6589,Thermanaerovibrio,acidaminovorans,Thermanaerovibrio_acidaminovorans
